business_id,month,credit_score,engagement_events,funding_applied,funding_granted_gbp,is_active
SME_0001,2024-08-01,733,17,False,0.0,True
SME_0001,2024-09-01,752,19,False,0.0,True
SME_0001,2024-10-01,754,24,True,0.0,True
SME_0001,2024-11-01,737,7,True,12349.62,True
SME_0001,2024-12-01,733,17,False,0.0,True
SME_0001,2025-01-01,721,10,False,0.0,True
SME_0001,2025-02-01,731,17,False,0.0,True
SME_0001,2025-03-01,733,13,False,0.0,True
SME_0001,2025-04-01,724,16,False,0.0,True
SME_0001,2025-05-01,747,20,True,57980.18,True
SME_0001,2025-06-01,760,20,True,9853.3,True
SME_0001,2025-07-01,732,14,False,0.0,True
SME_0001,2025-08-01,728,14,False,0.0,True
SME_0001,2025-09-01,743,14,False,0.0,True
SME_0001,2025-10-01,738,22,False,0.0,True
SME_0001,2025-11-01,738,15,False,0.0,True
SME_0001,2025-12-01,751,23,True,48637.82,True
SME_0001,2026-01-01,758,13,False,0.0,True
SME_0002,2024-08-01,594,4,False,0.0,True
SME_0002,2024-09-01,595,10,False,0.0,True
SME_0002,2024-10-01,587,10,False,0.0,True
SME_0002,2024-11-01,565,12,False,0.0,True
SME_0002,2024-12-01,575,7,False,0.0,True
SME_0002,2025-01-01,598,14,False,0.0,True
SME_0002,2025-02-01,599,10,False,0.0,True
SME_0002,2025-03-01,608,11,False,0.0,True
SME_0002,2025-04-01,621,11,False,0.0,True
SME_0002,2025-05-01,589,8,True,53818.04,True
SME_0002,2025-06-01,594,13,False,0.0,True
SME_0002,2025-07-01,586,16,True,0.0,True
SME_0002,2025-08-01,579,11,False,0.0,True
SME_0002,2025-09-01,572,10,False,0.0,True
SME_0002,2025-10-01,572,16,False,0.0,True
SME_0002,2025-11-01,557,11,False,0.0,True
SME_0002,2025-12-01,582,7,False,0.0,True
SME_0002,2026-01-01,582,0,False,0.0,False
SME_0003,2024-08-01,681,15,False,0.0,True
SME_0003,2024-09-01,668,17,False,0.0,True
SME_0003,2024-10-01,672,14,False,0.0,True
SME_0003,2024-11-01,687,14,False,0.0,True
SME_0003,2024-12-01,693,20,False,0.0,True
SME_0003,2025-01-01,684,17,False,0.0,True
SME_0003,2025-02-01,685,14,True,62983.34,True
SME_0003,2025-03-01,678,9,False,0.0,True
SME_0003,2025-04-01,669,9,False,0.0,True
SME_0003,2025-05-01,673,10,False,0.0,True
SME_0003,2025-06-01,699,18,False,0.0,True
SME_0003,2025-07-01,710,17,False,0.0,True
SME_0003,2025-08-01,704,16,False,0.0,True
SME_0003,2025-09-01,713,13,False,0.0,True
SME_0003,2025-10-01,706,11,False,0.0,True
SME_0003,2025-11-01,720,11,True,59890.62,True
SME_0003,2025-12-01,731,12,False,0.0,True
SME_0003,2026-01-01,730,12,True,73840.32,True
SME_0004,2024-08-01,573,17,False,0.0,True
SME_0004,2024-09-01,576,10,False,0.0,True
SME_0004,2024-10-01,579,6,False,0.0,True
SME_0004,2024-11-01,601,12,False,0.0,True
SME_0004,2024-12-01,619,12,True,59248.49,True
SME_0004,2025-01-01,612,10,False,0.0,True
SME_0004,2025-02-01,608,12,False,0.0,True
SME_0004,2025-03-01,619,11,False,0.0,True
SME_0004,2025-04-01,628,11,True,0.0,True
SME_0004,2025-05-01,632,13,False,0.0,True
SME_0004,2025-06-01,647,8,False,0.0,True
SME_0004,2025-07-01,648,5,False,0.0,True
SME_0004,2025-08-01,633,15,False,0.0,True
SME_0004,2025-09-01,653,6,False,0.0,True
SME_0004,2025-10-01,632,8,False,0.0,True
SME_0004,2025-11-01,643,11,True,0.0,True
SME_0004,2025-12-01,629,10,True,58574.88,True
SME_0004,2026-01-01,625,5,False,0.0,True
SME_0005,2024-08-01,520,2,False,0.0,True
SME_0005,2024-09-01,499,6,False,0.0,True
SME_0005,2024-10-01,516,21,False,0.0,True
SME_0005,2024-11-01,512,9,False,0.0,True
SME_0005,2024-12-01,515,5,False,0.0,True
SME_0005,2025-01-01,518,6,True,0.0,True
SME_0005,2025-02-01,512,12,False,0.0,True
SME_0005,2025-03-01,505,7,True,0.0,True
SME_0005,2025-04-01,507,4,False,0.0,True
SME_0005,2025-05-01,519,3,False,0.0,True
SME_0005,2025-06-01,531,3,False,0.0,True
SME_0005,2025-07-01,521,7,False,0.0,True
SME_0005,2025-08-01,513,7,True,0.0,True
SME_0005,2025-09-01,524,9,False,0.0,True
SME_0005,2025-10-01,524,5,False,0.0,True
SME_0005,2025-11-01,530,6,False,0.0,True
SME_0005,2025-12-01,546,3,False,0.0,True
SME_0005,2026-01-01,537,8,False,0.0,True
SME_0006,2024-08-01,646,12,False,0.0,True
SME_0006,2024-09-01,612,9,True,14101.82,True
SME_0006,2024-10-01,611,14,False,0.0,True
SME_0006,2024-11-01,608,12,False,0.0,True
SME_0006,2024-12-01,626,10,False,0.0,True
SME_0006,2025-01-01,636,13,False,0.0,True
SME_0006,2025-02-01,661,17,False,0.0,True
SME_0006,2025-03-01,663,12,False,0.0,True
SME_0006,2025-04-01,680,9,False,0.0,True
SME_0006,2025-05-01,682,5,False,0.0,True
SME_0006,2025-06-01,670,16,True,0.0,True
SME_0006,2025-07-01,668,14,False,0.0,True
SME_0006,2025-08-01,667,6,False,0.0,True
SME_0006,2025-09-01,649,9,True,14993.81,True
SME_0006,2025-10-01,650,19,False,0.0,True
SME_0006,2025-11-01,650,8,True,44710.16,True
SME_0006,2025-12-01,638,12,False,0.0,True
SME_0006,2026-01-01,644,11,False,0.0,True
SME_0007,2024-08-01,663,8,False,0.0,True
SME_0007,2024-09-01,656,17,False,0.0,True
SME_0007,2024-10-01,692,15,False,0.0,True
SME_0007,2024-11-01,691,10,False,0.0,True
SME_0007,2024-12-01,696,15,False,0.0,True
SME_0007,2025-01-01,680,11,False,0.0,True
SME_0007,2025-02-01,688,22,False,0.0,True
SME_0007,2025-03-01,695,14,False,0.0,True
SME_0007,2025-04-01,686,12,False,0.0,True
SME_0007,2025-05-01,665,17,False,0.0,True
SME_0007,2025-06-01,670,11,False,0.0,True
SME_0007,2025-07-01,666,16,False,0.0,True
SME_0007,2025-08-01,687,13,False,0.0,True
SME_0007,2025-09-01,682,15,False,0.0,True
SME_0007,2025-10-01,705,20,False,0.0,True
SME_0007,2025-11-01,714,10,False,0.0,True
SME_0007,2025-12-01,696,10,False,0.0,True
SME_0007,2026-01-01,711,12,False,0.0,True
SME_0008,2024-08-01,593,4,False,0.0,True
SME_0008,2024-09-01,591,14,False,0.0,True
SME_0008,2024-10-01,603,11,False,0.0,True
SME_0008,2024-11-01,598,8,False,0.0,True
SME_0008,2024-12-01,602,10,False,0.0,True
SME_0008,2025-01-01,602,13,False,0.0,True
SME_0008,2025-02-01,591,6,False,0.0,True
SME_0008,2025-03-01,594,13,False,0.0,True
SME_0008,2025-04-01,595,14,False,0.0,True
SME_0008,2025-05-01,589,10,True,0.0,True
SME_0008,2025-06-01,595,8,False,0.0,True
SME_0008,2025-07-01,602,4,False,0.0,True
SME_0008,2025-08-01,607,14,False,0.0,True
SME_0008,2025-09-01,603,9,False,0.0,True
SME_0008,2025-10-01,592,13,False,0.0,True
SME_0008,2025-11-01,594,15,True,0.0,True
SME_0008,2025-12-01,589,14,True,32832.08,True
SME_0008,2026-01-01,569,11,False,0.0,True
SME_0009,2024-08-01,608,16,True,52308.23,True
SME_0009,2024-09-01,580,12,False,0.0,True
SME_0009,2024-10-01,592,8,False,0.0,True
SME_0009,2024-11-01,608,6,False,0.0,True
SME_0009,2024-12-01,618,7,False,0.0,True
SME_0009,2025-01-01,615,15,True,0.0,True
SME_0009,2025-02-01,602,14,True,55918.7,True
SME_0009,2025-03-01,607,11,False,0.0,True
SME_0009,2025-04-01,587,14,True,36246.52,True
SME_0009,2025-05-01,604,19,False,0.0,True
SME_0009,2025-06-01,609,14,False,0.0,True
SME_0009,2025-07-01,622,8,False,0.0,True
SME_0009,2025-08-01,612,13,False,0.0,True
SME_0009,2025-09-01,612,16,False,0.0,True
SME_0009,2025-10-01,637,12,True,39694.49,True
SME_0009,2025-11-01,637,10,False,0.0,True
SME_0009,2025-12-01,610,9,True,0.0,True
SME_0009,2026-01-01,606,12,False,0.0,True
SME_0010,2024-08-01,625,11,False,0.0,True
SME_0010,2024-09-01,666,5,False,0.0,True
SME_0010,2024-10-01,666,18,False,0.0,True
SME_0010,2024-11-01,649,11,True,7073.06,True
SME_0010,2024-12-01,655,7,False,0.0,True
SME_0010,2025-01-01,639,19,False,0.0,True
SME_0010,2025-02-01,644,8,False,0.0,True
SME_0010,2025-03-01,649,10,False,0.0,True
SME_0010,2025-04-01,642,14,False,0.0,True
SME_0010,2025-05-01,635,11,True,15661.9,True
SME_0010,2025-06-01,640,14,False,0.0,True
SME_0010,2025-07-01,636,10,False,0.0,True
SME_0010,2025-08-01,645,10,False,0.0,True
SME_0010,2025-09-01,635,15,False,0.0,True
SME_0010,2025-10-01,625,8,False,0.0,True
SME_0010,2025-11-01,618,14,False,0.0,True
SME_0010,2025-12-01,612,18,False,0.0,True
SME_0010,2026-01-01,640,8,False,0.0,True
SME_0011,2024-08-01,635,10,False,0.0,True
SME_0011,2024-09-01,674,13,True,20778.3,True
SME_0011,2024-10-01,665,16,False,0.0,True
SME_0011,2024-11-01,649,16,False,0.0,True
SME_0011,2024-12-01,651,18,False,0.0,True
SME_0011,2025-01-01,646,13,False,0.0,True
SME_0011,2025-02-01,651,14,False,0.0,True
SME_0011,2025-03-01,634,12,False,0.0,True
SME_0011,2025-04-01,641,8,False,0.0,True
SME_0011,2025-05-01,654,18,False,0.0,True
SME_0011,2025-06-01,635,14,False,0.0,True
SME_0011,2025-07-01,611,12,False,0.0,True
SME_0011,2025-08-01,640,10,True,39590.77,True
SME_0011,2025-09-01,650,10,False,0.0,True
SME_0011,2025-10-01,636,15,False,0.0,True
SME_0011,2025-11-01,623,8,False,0.0,True
SME_0011,2025-12-01,626,10,False,0.0,True
SME_0011,2026-01-01,610,7,False,0.0,True
SME_0012,2024-08-01,632,9,False,0.0,True
SME_0012,2024-09-01,637,12,False,0.0,True
SME_0012,2024-10-01,625,12,False,0.0,True
SME_0012,2024-11-01,625,12,True,0.0,True
SME_0012,2024-12-01,629,10,True,0.0,True
SME_0012,2025-01-01,618,9,False,0.0,True
SME_0012,2025-02-01,626,9,False,0.0,True
SME_0012,2025-03-01,633,9,False,0.0,True
SME_0012,2025-04-01,638,15,False,0.0,True
SME_0012,2025-05-01,644,17,False,0.0,True
SME_0012,2025-06-01,647,16,False,0.0,True
SME_0012,2025-07-01,652,15,False,0.0,True
SME_0012,2025-08-01,650,9,False,0.0,True
SME_0012,2025-09-01,644,8,False,0.0,True
SME_0012,2025-10-01,638,14,False,0.0,True
SME_0012,2025-11-01,647,10,False,0.0,True
SME_0012,2025-12-01,643,7,False,0.0,True
SME_0012,2026-01-01,653,19,False,0.0,True
SME_0013,2024-08-01,660,8,False,0.0,True
SME_0013,2024-09-01,669,10,False,0.0,True
SME_0013,2024-10-01,655,10,False,0.0,True
SME_0013,2024-11-01,674,8,False,0.0,True
SME_0013,2024-12-01,671,8,False,0.0,True
SME_0013,2025-01-01,673,7,False,0.0,True
SME_0013,2025-02-01,668,7,False,0.0,True
SME_0013,2025-03-01,668,11,False,0.0,True
SME_0013,2025-04-01,672,10,False,0.0,True
SME_0013,2025-05-01,658,13,True,10284.53,True
SME_0013,2025-06-01,643,10,False,0.0,True
SME_0013,2025-07-01,646,11,False,0.0,True
SME_0013,2025-08-01,640,13,False,0.0,True
SME_0013,2025-09-01,645,10,True,10827.61,True
SME_0013,2025-10-01,640,10,False,0.0,True
SME_0013,2025-11-01,635,12,False,0.0,True
SME_0013,2025-12-01,635,7,False,0.0,True
SME_0013,2026-01-01,622,5,False,0.0,True
SME_0014,2024-08-01,638,11,False,0.0,True
SME_0014,2024-09-01,658,15,True,45194.48,True
SME_0014,2024-10-01,666,9,False,0.0,True
SME_0014,2024-11-01,671,13,True,38467.86,True
SME_0014,2024-12-01,629,18,False,0.0,True
SME_0014,2025-01-01,624,18,False,0.0,True
SME_0014,2025-02-01,626,11,False,0.0,True
SME_0014,2025-03-01,640,14,False,0.0,True
SME_0014,2025-04-01,640,0,False,0.0,False
SME_0014,2025-05-01,640,0,False,0.0,False
SME_0014,2025-06-01,640,0,False,0.0,False
SME_0014,2025-07-01,640,0,False,0.0,False
SME_0014,2025-08-01,640,0,False,0.0,False
SME_0014,2025-09-01,640,0,False,0.0,False
SME_0014,2025-10-01,640,0,False,0.0,False
SME_0014,2025-11-01,640,0,False,0.0,False
SME_0014,2025-12-01,640,0,False,0.0,False
SME_0014,2026-01-01,640,0,False,0.0,False
SME_0015,2024-08-01,636,12,False,0.0,True
SME_0015,2024-09-01,648,19,False,0.0,True
SME_0015,2024-10-01,674,11,True,0.0,True
SME_0015,2024-11-01,680,22,True,37612.4,True
SME_0015,2024-12-01,680,12,True,59750.27,True
SME_0015,2025-01-01,676,14,False,0.0,True
SME_0015,2025-02-01,667,12,False,0.0,True
SME_0015,2025-03-01,677,14,False,0.0,True
SME_0015,2025-04-01,683,12,True,57905.74,True
SME_0015,2025-05-01,694,11,False,0.0,True
SME_0015,2025-06-01,687,7,True,63982.65,True
SME_0015,2025-07-01,687,12,False,0.0,True
SME_0015,2025-08-01,681,10,False,0.0,True
